Date,AAPL,AMZN,GOOGL,JNJ,JPM,KO,MSFT,NVDA,TSLA,XOM
2001-05-09,0.36,0.75,,25.38,23.2,11.24,21.5,0.32,,20.17
2001-05-10,0.34,0.73,,25.12,23.32,11.2,21.38,0.31,,19.9
2001-05-11,0.34,0.73,,25.12,22.8,11.12,21.2,0.3,,19.8
2001-05-14,0.35,0.67,,25.26,23.39,11.3,20.99,0.3,,20.12
2001-05-15,0.35,0.68,,25.08,23.21,11.27,20.85,0.31,,20.2
2001-05-16,0.36,0.71,,25.77,23.72,11.84,21.12,0.33,,20.22
2001-05-17,0.35,0.74,,26.01,23.66,11.82,20.82,0.33,,20.04
2001-05-18,0.35,0.74,,26.18,23.64,11.81,20.8,0.33,,20.37
2001-05-21,0.35,0.82,,26.09,24.27,11.86,21.01,0.34,,20.05
2001-05-22,0.35,0.81,,25.67,24.56,11.74,21.47,0.35,,20.06
2001-05-23,0.35,0.78,,25.34,24.02,11.96,21.29,0.35,,19.71
2001-05-24,0.35,0.84,,25.26,24.22,12.05,21.91,0.36,,19.86
2001-05-25,0.34,0.85,,25.21,23.91,11.83,21.66,0.35,,19.9
2001-05-29,0.32,0.86,,25.26,24.22,11.87,21.48,0.34,,19.83
2001-05-30,0.3,0.78,,25.17,23.87,11.76,21.13,0.33,,20.07
2001-05-31,0.3,0.83,,25.13,24.13,11.64,21.13,0.33,,20.05
2001-06-01,0.31,0.85,,25.41,24.0,11.74,21.48,0.35,,20.09
2001-06-04,0.31,0.85,,25.96,24.3,11.68,21.62,0.34,,20.52
2001-06-05,0.31,0.82,,26.49,23.81,11.69,22.17,0.36,,20.68
2001-06-06,0.31,0.8,,26.73,22.99,11.48,22.1,0.36,,20.19
2001-06-07,0.32,0.81,,26.72,22.4,11.32,22.5,0.38,,20.14
2001-06-08,0.32,0.79,,26.45,21.7,11.3,22.35,0.37,,20.19
2001-06-11,0.3,0.74,,26.28,21.69,11.28,22.03,0.36,,20.26
2001-06-12,0.3,0.73,,26.39,21.35,11.27,22.02,0.37,,20.36
2001-06-13,0.31,0.71,,26.29,21.55,11.3,21.59,0.36,,20.32
2001-06-14,0.3,0.66,,26.4,21.4,11.1,21.04,0.36,,20.07
2001-06-15,0.31,0.62,,26.98,22.04,10.91,20.78,0.36,,20.08
2001-06-18,0.3,0.59,,26.98,21.75,10.79,20.43,0.35,,19.99
2001-06-19,0.3,0.57,,27.63,21.86,10.78,20.56,0.33,,19.97
2001-06-20,0.32,0.63,,27.8,22.39,10.83,21.2,0.34,,19.82
2001-06-21,0.34,0.65,,27.49,23.13,10.75,21.33,0.35,,19.97
2001-06-22,0.33,0.62,,27.16,22.53,10.56,21.02,0.35,,20.09
2001-06-25,0.36,0.64,,26.75,22.49,10.75,21.03,0.35,,20.0
2001-06-26,0.36,0.66,,26.5,21.93,10.83,21.42,0.36,,20.01
2001-06-27,0.35,0.7,,26.29,21.61,10.89,21.73,0.35,,19.71
2001-06-28,0.35,0.72,,27.07,22.09,11.18,22.22,0.35,,19.62
2001-06-29,0.35,0.71,,25.9,21.83,11.09,22.3,0.35,,19.73
2001-07-02,0.36,0.73,,26.54,22.48,11.24,21.56,0.34,,19.81
2001-07-03,0.36,0.71,,26.46,22.58,11.32,21.52,0.34,,19.73
2001-07-05,0.35,0.76,,26.4,22.52,11.15,20.92,0.32,,19.66
2001-07-06,0.33,0.76,,26.14,22.01,10.99,20.18,0.31,,19.61
2001-07-09,0.34,0.79,,27.02,21.76,11.15,20.06,0.3,,19.59
2001-07-10,0.32,0.78,,27.22,20.78,11.01,19.69,0.3,,19.38
2001-07-11,0.34,0.77,,27.66,20.8,11.22,20.31,0.3,,19.19
2001-07-12,0.36,0.82,,27.4,21.04,11.21,21.87,0.32,,19.31
2001-07-13,0.37,0.85,,27.51,21.04,11.34,21.79,0.31,,19.43
2001-07-16,0.36,0.8,,27.86,20.38,11.58,21.74,0.28,,19.43
2001-07-17,0.38,0.82,,28.47,20.92,11.62,21.94,0.3,,19.27
2001-07-18,0.31,0.8,,28.21,21.55,11.39,21.55,0.29,,19.03
2001-07-19,0.3,0.82,,28.1,21.61,11.51,22.16,0.29,,19.47
2001-07-20,0.3,0.85,,28.25,21.46,11.37,21.13,0.29,,19.59
2001-07-23,0.29,0.8,,27.79,21.27,10.96,20.49,0.26,,19.2
2001-07-24,0.29,0.6,,27.33,21.11,10.9,20.26,0.28,,18.51
2001-07-25,0.28,0.58,,27.32,21.22,11.09,20.61,0.27,,19.04
2001-07-26,0.28,0.62,,27.58,21.39,11.09,20.34,0.3,,19.3
2001-07-27,0.28,0.61,,27.49,21.87,11.04,20.0,0.31,,19.31
2001-07-30,0.28,0.63,,27.44,21.67,10.91,20.1,0.3,,19.16
2001-07-31,0.28,0.62,,28.05,21.42,10.99,20.22,0.31,,18.87
2001-08-01,0.29,0.62,,27.89,21.51,10.87,20.3,0.33,,18.8
2001-08-02,0.3,0.61,,27.58,21.51,10.82,20.6,0.34,,18.86
2001-08-03,0.29,0.61,,27.78,21.43,11.02,20.43,0.33,,18.64
2001-08-06,0.29,0.6,,27.67,21.15,11.0,20.2,0.34,,18.46
2001-08-07,0.29,0.58,,27.99,21.15,11.06,20.27,0.34,,18.7
2001-08-08,0.28,0.56,,27.85,20.81,11.22,19.81,0.33,,18.64
2001-08-09,0.29,0.52,,27.93,20.72,11.24,19.86,0.32,,18.61
2001-08-10,0.28,0.5,,28.53,20.9,11.26,20.01,0.32,,18.79
2001-08-13,0.29,0.51,,28.88,20.83,11.29,20.11,0.34,,18.81
2001-08-14,0.28,0.53,,29.55,20.9,11.35,19.76,0.33,,18.7
2001-08-15,0.28,0.5,,29.55,20.85,11.73,19.3,0.33,,18.86
2001-08-16,0.28,0.49,,28.46,20.86,11.76,19.74,0.34,,18.76
2001-08-17,0.27,0.5,,27.96,20.52,11.72,18.9,0.32,,18.39
2001-08-20,0.27,0.52,,28.53,20.32,11.97,19.15,0.32,,18.52
2001-08-21,0.27,0.49,,28.25,19.99,11.91,18.56,0.31,,18.35
2001-08-22,0.27,0.51,,28.5,20.38,11.89,18.53,0.32,,18.5
2001-08-23,0.27,0.48,,28.42,20.14,12.19,18.06,0.32,,18.58
2001-08-24,0.28,0.51,,28.4,20.24,12.13,18.95,0.33,,18.95
2001-08-27,0.28,0.51,,28.27,20.33,11.96,19.03,0.34,,18.65
2001-08-28,0.28,0.5,,28.02,20.03,11.8,18.55,0.33,,18.41
2001-08-29,0.27,0.46,,27.72,19.57,11.76,18.4,0.32,,18.35
2001-08-30,0.27,0.43,,27.62,19.41,12.03,17.39,0.32,,18.24
2001-08-31,0.28,0.45,,27.42,19.49,12.0,17.42,0.32,,18.24
2001-09-04,0.27,0.43,,29.21,19.7,12.2,17.13,0.3,,18.52
2001-09-05,0.28,0.38,,29.26,18.97,12.44,17.64,0.31,,18.73
2001-09-06,0.27,0.41,,29.62,18.27,12.2,17.11,0.29,,18.58
2001-09-07,0.26,0.43,,28.99,18.3,12.26,16.92,0.3,,18.58
2001-09-10,0.26,0.43,,28.93,18.43,12.31,17.59,0.29,,18.74
2001-09-17,0.25,0.37,,29.04,17.43,12.51,16.16,0.26,,18.24
2001-09-18,0.24,0.36,,28.35,17.23,12.33,16.59,0.24,,17.94
2001-09-19,0.25,0.37,,27.85,16.87,12.34,16.45,0.24,,17.45
2001-09-20,0.23,0.37,,27.23,15.61,12.05,15.5,0.22,,16.82
2001-09-21,0.24,0.37,,27.18,15.24,11.66,15.18,0.21,,16.28
2001-09-24,0.25,0.37,,27.26,16.11,11.97,15.89,0.23,,16.29
2001-09-25,0.23,0.35,,27.54,16.44,11.96,15.67,0.22,,16.49
2001-09-26,0.23,0.32,,28.16,16.12,11.68,15.35,0.21,,16.36
2001-09-27,0.23,0.31,,28.34,16.38,11.7,15.26,0.2,,17.46
2001-09-28,0.23,0.3,,28.82,16.89,11.67,15.63,0.21,,17.9
2001-10-01,0.23,0.3,,28.83,16.82,11.49,15.82,0.19,,17.76
2001-10-02,0.23,0.3,,28.61,17.31,11.51,16.2,0.18,,18.17
2001-10-03,0.22,0.34,,28.23,17.32,11.41,17.17,0.22,,18.1
2001-10-04,0.24,0.35,,28.32,17.06,11.25,17.24,0.25,,18.44
2001-10-05,0.24,0.36,,28.45,16.69,11.34,17.63,0.25,,18.49
2001-10-08,0.24,0.36,,29.01,16.2,11.5,17.73,0.26,,18.6
2001-10-09,0.24,0.35,,28.84,16.46,11.51,16.66,0.25,,18.66
2001-10-10,0.25,0.36,,29.15,16.68,11.5,16.95,0.26,,19.21
2001-10-11,0.27,0.39,,28.58,16.69,11.48,17.2,0.29,,19.13
2001-10-12,0.27,0.4,,28.79,16.43,11.16,17.22,0.31,,19.22
2001-10-15,0.27,0.44,,28.99,16.76,11.09,17.73,0.31,,18.93
2001-10-16,0.27,0.48,,29.53,16.95,11.1,17.85,0.34,,18.97
2001-10-17,0.25,0.45,,30.05,17.28,11.03,17.11,0.32,,18.83
2001-10-18,0.27,0.42,,30.21,17.05,11.49,17.33,0.33,,18.36
2001-10-19,0.27,0.4,,30.39,16.92,12.11,17.68,0.34,,18.42
2001-10-22,0.28,0.44,,30.68,17.64,12.21,18.37,0.35,,18.68
2001-10-23,0.27,0.48,,30.61,17.86,12.18,18.46,0.34,,18.57
2001-10-24,0.28,0.38,,30.83,18.09,12.15,18.73,0.36,,18.11
2001-10-25,0.29,0.39,,30.68,18.72,12.32,19.11,0.38,,18.43
2001-10-26,0.28,0.38,,30.52,18.75,12.25,19.0,0.35,,18.66
2001-10-29,0.26,0.35,,30.46,17.83,12.11,18.22,0.32,,18.48
2001-10-30,0.26,0.32,,30.09,17.73,12.0,17.98,0.32,,17.93
2001-10-31,0.26,0.35,,30.12,17.66,11.93,17.76,0.33,,17.93
2001-11-01,0.28,0.35,,30.62,18.15,12.11,18.89,0.36,,18.4
2001-11-02,0.28,0.34,,30.68,18.0,12.18,18.75,0.36,,18.07
2001-11-05,0.29,0.35,,30.42,18.16,12.29,19.32,0.36,,17.9
2001-11-06,0.29,0.35,,30.69,18.75,12.42,19.79,0.39,,17.93
2001-11-07,0.29,0.37,,30.56,19.27,12.31,19.62,0.39,,17.86
2001-11-08,0.28,0.35,,30.69,19.38,12.23,19.68,0.38,,18.05
2001-11-09,0.28,0.36,,30.98,19.5,12.27,19.92,0.41,,18.4
2001-11-12,0.28,0.35,,30.7,19.38,12.29,20.09,0.42,,18.31
2001-11-13,0.29,0.36,,31.03,19.65,12.37,20.74,0.41,,18.51
2001-11-14,0.29,0.47,,31.25,19.8,12.46,20.14,0.4,,17.69
2001-11-15,0.29,0.45,,31.21,19.75,12.46,20.19,0.4,,17.0
2001-11-16,0.28,0.45,,31.26,19.68,12.44,20.08,0.4,,17.16
2001-11-19,0.3,0.46,,31.25,20.03,12.33,20.32,0.39,,16.92
2001-11-20,0.29,0.43,,31.71,19.68,12.21,19.97,0.38,,17.35
2001-11-21,0.29,0.44,,31.75,19.4,12.15,19.56,0.38,,17.31
2001-11-23,0.3,0.45,,31.81,19.67,12.25,19.76,0.38,,17.57
2001-11-26,0.32,0.61,,31.57,19.72,12.04,19.9,0.41,,17.26
2001-11-27,0.31,0.57,,31.31,19.88,11.96,19.47,0.41,,17.07
2001-11-28,0.31,0.58,,31.3,18.73,11.69,19.18,0.39,,16.96
2001-11-29,0.31,0.56,,30.51,19.01,11.78,19.8,0.41,,17.12
2001-11-30,0.32,0.57,,30.39,18.84,11.75,19.61,0.42,,17.09
2001-12-03,0.32,0.52,,30.42,18.25,11.64,19.78,0.41,,17.21
2001-12-04,0.34,0.6,,29.86,18.59,11.64,20.16,0.44,,17.51
2001-12-05,0.36,0.59,,29.53,19.49,11.79,20.8,0.48,,17.77
2001-12-06,0.34,0.61,,29.05,20.17,11.61,20.97,0.47,,17.06
2001-12-07,0.34,0.59,,29.56,19.86,11.66,20.72,0.46,,17.4
2001-12-10,0.34,0.58,,28.97,19.32,11.41,20.48,0.46,,17.16
2001-12-11,0.33,0.61,,29.29,19.23,11.42,20.56,0.48,,16.82
2001-12-12,0.32,0.6,,29.24,19.16,11.5,20.75,0.49,,17.1
2001-12-13,0.31,0.54,,29.34,18.52,11.56,20.24,0.48,,16.66
2001-12-14,0.31,0.55,,29.38,18.0,11.57,20.6,0.5,,16.85
2001-12-17,0.31,0.54,,29.45,18.33,11.54,21.07,0.52,,17.13
2001-12-18,0.31,0.54,,29.63,18.57,11.63,21.16,0.51,,17.16
2001-12-19,0.32,0.54,,30.11,18.98,11.88,21.22,0.49,,17.53
2001-12-20,0.31,0.51,,30.42,18.24,11.95,20.39,0.47,,17.51
2001-12-21,0.31,0.5,,31.15,17.85,12.2,20.63,0.49,,17.6
2001-12-24,0.32,0.49,,31.02,18.0,12.1,20.55,0.51,,17.83
2001-12-26,0.32,0.56,,31.13,18.13,12.14,20.67,0.52,,18.1
2001-12-27,0.33,0.53,,31.32,18.14,11.99,20.72,0.53,,18.19
2001-12-28,0.34,0.55,,31.23,18.25,11.8,20.73,0.52,,18.18
2001-12-31,0.33,0.54,,30.84,18.15,11.79,20.23,0.51,,17.96
2002-01-02,0.35,0.55,,30.63,18.33,11.87,20.48,0.51,,18.1
2002-01-03,0.35,0.6,,30.62,18.81,11.72,21.14,0.55,,18.13
2002-01-04,0.35,0.61,,30.34,19.66,11.61,21.04,0.53,,18.28
2002-01-07,0.34,0.62,,30.19,19.61,11.31,20.94,0.52,,18.12
2002-01-08,0.34,0.59,,30.0,19.46,11.17,21.19,0.52,,18.15
2002-01-09,0.32,0.58,,29.69,19.52,11.15,20.99,0.52,,17.93
2002-01-10,0.32,0.55,,30.41,19.73,11.2,21.16,0.5,,18.0
2002-01-11,0.32,0.55,,30.38,19.33,11.33,20.96,0.48,,17.6
2002-01-14,0.32,0.51,,30.74,18.81,11.13,20.91,0.46,,17.66
2002-01-15,0.33,0.51,,30.87,19.09,11.09,21.24,0.5,,17.96
2002-01-16,0.31,0.46,,31.09,18.41,11.04,20.73,0.48,,17.6
2002-01-17,0.34,0.49,,31.22,18.58,11.27,21.34,0.5,,17.66
2002-01-18,0.33,0.51,,31.15,18.1,11.37,20.19,0.49,,17.55
2002-01-22,0.33,0.63,,30.85,18.03,11.48,19.69,0.48,,17.38
2002-01-23,0.34,0.62,,30.67,18.02,11.2,19.47,0.48,,17.78
2002-01-24,0.35,0.7,,30.28,18.1,11.06,19.73,0.5,,17.73
2002-01-25,0.35,0.72,,30.08,17.64,11.29,19.49,0.5,,17.9
2002-01-28,0.35,0.77,,30.16,17.3,11.31,19.49,0.52,,17.81
2002-01-29,0.35,0.71,,29.83,16.16,11.01,19.03,0.49,,17.35
2002-01-30,0.36,0.69,,29.84,16.67,10.97,19.2,0.5,,17.68
2002-01-31,0.37,0.71,,30.01,17.17,10.94,19.46,0.5,,17.85
2002-02-01,0.37,0.69,,30.05,16.21,11.18,19.14,0.49,,17.83
2002-02-04,0.38,0.63,,29.38,15.41,11.18,18.67,0.47,,17.53
2002-02-05,0.38,0.57,,28.96,14.63,11.44,18.68,0.46,,17.52
2002-02-06,0.37,0.56,,29.16,14.84,11.63,18.45,0.47,,17.79
2002-02-07,0.36,0.56,,29.47,15.16,11.48,18.26,0.46,,17.61
2002-02-08,0.36,0.63,,29.68,15.69,11.47,18.52,0.44,,17.6
2002-02-11,0.37,0.67,,29.77,16.05,11.54,18.67,0.47,,17.7
2002-02-12,0.37,0.64,,29.9,15.88,11.53,18.37,0.48,,17.66
2002-02-13,0.37,0.66,,30.31,15.25,11.6,18.88,0.47,,17.77
2002-02-14,0.37,0.69,,29.99,15.23,11.75,18.84,0.47,,17.93
2002-02-15,0.36,0.67,,29.96,15.15,11.74,18.4,0.44,,17.89
2002-02-19,0.34,0.65,,29.79,14.64,11.58,18.0,0.41,,17.83
2002-02-20,0.35,0.65,,30.42,14.83,11.73,18.3,0.43,,17.93
2002-02-21,0.32,0.66,,30.36,14.69,11.51,17.73,0.4,,18.0
2002-02-22,0.34,0.65,,31.09,14.21,11.83,17.71,0.38,,18.72
2002-02-25,0.36,0.69,,31.25,14.62,11.85,18.04,0.41,,18.85
2002-02-26,0.35,0.72,,31.41,14.6,11.75,17.88,0.42,,18.72
2002-02-27,0.33,0.71,,31.52,14.6,11.88,17.83,0.41,,18.81
2002-02-28,0.33,0.7,,31.87,14.75,11.85,17.82,0.39,,18.99
2002-03-01,0.35,0.77,,32.5,14.95,12.11,18.74,0.43,,19.31
2002-03-04,0.36,0.82,,32.41,16.38,11.95,19.33,0.45,,19.61
2002-03-05,0.35,0.8,,32.09,16.39,11.91,19.27,0.45,,19.54
2002-03-06,0.36,0.82,,32.72,17.17,11.89,19.43,0.44,,19.87
2002-03-07,0.37,0.78,,33.3,17.17,11.74,19.16,0.43,,19.72
2002-03-08,0.37,0.82,,33.32,17.51,11.97,19.53,0.45,,19.73
2002-03-11,0.38,0.84,,33.4,18.3,11.9,19.65,0.44,,20.0
2002-03-12,0.37,0.82,,33.31,18.28,12.03,19.1,0.42,,20.23
2002-03-13,0.37,0.79,,33.44,17.83,12.04,18.97,0.41,,19.83
2002-03-14,0.37,0.72,,33.7,17.7,12.03,18.7,0.39,,19.88
2002-03-15,0.37,0.7,,33.81,18.15,12.22,19.09,0.4,,20.05
2002-03-18,0.37,0.75,,33.84,17.82,12.22,18.98,0.4,,20.11
2002-03-19,0.37,0.73,,34.28,18.19,12.36,19.01,0.39,,20.14
2002-03-20,0.37,0.73,,33.75,17.74,12.41,18.36,0.36,,20.01
2002-03-21,0.36,0.76,,33.92,17.54,12.66,18.74,0.37,,20.01
2002-03-22,0.36,0.78,,33.94,17.75,12.87,18.46,0.37,,19.99
2002-03-25,0.35,0.74,,33.68,17.62,13.0,18.09,0.35,,19.7
2002-03-26,0.35,0.74,,33.87,17.72,13.21,18.04,0.36,,20.11
2002-03-27,0.35,0.71,,34.09,17.9,13.13,18.15,0.35,,20.21
2002-03-28,0.35,0.71,,33.99,17.97,13.13,18.42,0.34,,20.15
2002-04-01,0.37,0.74,,33.82,17.95,13.14,18.44,0.33,,20.15
2002-04-02,0.36,0.71,,33.73,17.8,13.13,17.49,0.32,,20.4
2002-04-03,0.36,0.68,,33.51,17.82,13.0,17.2,0.33,,20.09
2002-04-04,0.37,0.68,,33.22,17.53,13.07,17.24,0.33,,19.84
2002-04-05,0.37,0.68,,33.0,17.75,13.11,17.06,0.32,,19.6
2002-04-08,0.37,0.7,,33.17,17.81,13.31,17.48,0.33,,19.88
2002-04-09,0.36,0.68,,32.97,17.91,13.4,16.76,0.31,,19.64
2002-04-10,0.37,0.67,,33.2,17.84,13.62,17.2,0.29,,19.85
2002-04-11,0.37,0.64,,32.82,17.03,13.35,16.73,0.28,,19.49
2002-04-12,0.38,0.67,,32.8,17.45,13.4,17.08,0.28,,18.99
2002-04-15,0.37,0.69,,32.53,17.51,13.16,17.01,0.29,,19.13
2002-04-16,0.39,0.7,,33.11,18.01,13.53,17.66,0.3,,19.44
2002-04-17,0.39,0.74,,32.72,18.97,13.54,17.3,0.31,,19.41
2002-04-18,0.38,0.71,,33.65,18.97,13.49,17.22,0.3,,19.52
2002-04-19,0.37,0.73,,33.75,19.22,13.79,17.47,0.28,,19.55
2002-04-22,0.37,0.72,,33.15,18.63,13.89,16.98,0.28,,19.24
2002-04-23,0.36,0.7,,32.87,18.63,13.69,16.49,0.27,,19.01
2002-04-24,0.36,0.84,,33.29,18.27,13.81,16.19,0.25,,18.53
2002-04-25,0.36,0.84,,33.18,17.83,13.81,16.41,0.26,,18.64
2002-04-26,0.34,0.85,,33.29,17.81,13.68,15.73,0.23,,18.39
2002-04-29,0.36,0.81,,32.93,17.48,13.72,15.96,0.27,,18.25
2002-04-30,0.36,0.83,,33.42,17.87,13.94,15.96,0.27,,18.47
2002-05-01,0.36,0.82,,33.47,18.07,14.47,16.11,0.27,,18.71
2002-05-02,0.35,0.82,,33.6,18.45,14.48,15.64,0.26,,18.76
2002-05-03,0.35,0.8,,33.2,18.16,14.28,15.14,0.25,,18.66
2002-05-06,0.34,0.81,,32.5,17.51,14.21,14.85,0.24,,18.05
2002-05-07,0.34,0.81,,31.62,17.63,14.23,15.11,0.25,,17.98
2002-05-08,0.37,0.87,,31.87,18.79,14.19,16.79,0.28,,18.4
2002-05-09,0.36,0.89,,32.12,18.21,14.19,15.92,0.26,,18.2
2002-05-10,0.35,0.85,,32.37,17.86,14.16,15.29,0.24,,18.02
2002-05-13,0.36,0.87,,32.37,18.5,14.29,16.09,0.26,,18.5
2002-05-14,0.38,0.94,,31.95,19.14,14.23,16.76,0.28,,18.77
2002-05-15,0.38,1.0,,31.53,18.81,14.24,16.72,0.29,,18.36
2002-05-16,0.38,0.98,,31.69,19.26,14.33,17.02,0.29,,18.62
2002-05-17,0.37,0.96,,32.28,19.39,14.32,17.11,0.3,,18.59
2002-05-20,0.37,0.97,,31.75,19.07,14.12,16.5,0.3,,18.31
2002-05-21,0.35,0.94,,31.85,19.1,13.93,15.94,0.28,,18.39
2002-05-22,0.36,0.94,,32.56,19.12,14.12,16.4,0.29,,18.7
2002-05-23,0.38,0.97,,32.43,19.53,14.24,16.74,0.27,,18.91
2002-05-24,0.36,0.97,,32.25,19.24,14.12,16.27,0.27,,18.6
2002-05-28,0.36,0.95,,32.15,18.94,13.72,15.98,0.26,,18.42
2002-05-29,0.36,0.95,,32.22,18.82,13.6,15.9,0.27,,18.64
2002-05-30,0.36,0.92,,32.23,18.33,13.66,16.08,0.26,,18.2
2002-05-31,0.35,0.91,,32.22,18.3,13.96,15.55,0.26,,18.46
2002-06-03,0.34,0.9,,31.54,17.64,13.57,15.09,0.24,,18.07
2002-06-04,0.34,0.9,,31.19,17.64,13.56,15.27,0.25,,18.14
2002-06-05,0.34,0.9,,31.31,17.66,13.92,15.78,0.25,,18.29
2002-06-06,0.33,0.91,,30.85,17.15,13.6,15.85,0.25,,18.1
2002-06-07,0.32,0.93,,30.62,17.15,13.58,15.88,0.25,,18.23
2002-06-10,0.32,0.87,,30.98,17.25,13.5,16.13,0.24,,18.09
2002-06-11,0.31,0.86,,30.19,16.76,13.56,16.06,0.23,,18.05
2002-06-12,0.3,0.85,,30.06,16.89,13.74,16.96,0.21,,18.36
2002-06-13,0.29,0.87,,30.15,16.63,13.74,16.56,0.21,,18.2
2002-06-14,0.3,0.84,,29.84,16.8,13.83,16.87,0.22,,18.1
2002-06-17,0.31,0.92,,30.17,18.06,13.93,17.01,0.22,,18.51
2002-06-18,0.3,0.94,,29.65,17.83,13.94,17.1,0.22,,18.46
2002-06-19,0.26,0.92,,29.6,17.62,13.89,16.6,0.18,,18.21
2002-06-20,0.26,0.88,,28.91,16.99,14.05,16.52,0.18,,18.38
2002-06-21,0.25,0.88,,27.83,16.79,14.12,15.97,0.17,,18.15
2002-06-24,0.26,0.88,,28.43,16.89,14.36,16.54,0.18,,18.5
2002-06-25,0.26,0.77,,28.01,16.76,13.98,16.17,0.16,,18.31
2002-06-26,0.25,0.79,,28.43,16.03,14.0,16.53,0.15,,18.24
2002-06-27,0.26,0.79,,28.57,16.66,14.14,16.77,0.13,,18.61
2002-06-28,0.27,0.81,,27.45,17.27,14.12,16.71,0.13,,18.92
2002-07-01,0.26,0.68,,26.52,15.96,14.21,16.08,0.13,,18.8
2002-07-02,0.25,0.67,,27.1,16.07,14.29,15.71,0.12,,18.57
2002-07-03,0.26,0.71,,27.81,15.93,14.27,15.83,0.13,,18.46
2002-07-05,0.28,0.76,,28.67,16.77,14.24,16.75,0.15,,18.74
2002-07-08,0.27,0.75,,28.14,16.61,14.44,16.16,0.15,,18.66
2002-07-09,0.26,0.78,,27.63,16.09,14.23,16.25,0.14,,18.4
2002-07-10,0.26,0.75,,26.42,15.52,13.79,15.96,0.14,,17.68
2002-07-11,0.27,0.78,,26.77,15.73,13.39,16.16,0.15,,17.16
2002-07-12,0.26,0.77,,26.52,15.55,12.87,15.84,0.15,,16.89
2002-07-15,0.27,0.8,,25.73,15.48,13.11,15.82,0.17,,16.53
2002-07-16,0.27,0.81,,26.31,14.67,12.7,15.65,0.16,,16.28
2002-07-17,0.23,0.81,,26.91,14.48,12.61,15.88,0.15,,16.47
2002-07-18,0.22,0.78,,26.12,14.0,12.08,15.61,0.15,,16.07
2002-07-19,0.22,0.76,,21.98,13.43,11.37,15.14,0.14,,14.98
2002-07-22,0.22,0.77,,22.34,12.62,11.57,14.51,0.13,,14.0
2002-07-23,0.22,0.73,,23.15,10.33,11.24,13.14,0.12,,14.3
2002-07-24,0.23,0.7,,25.05,11.99,11.81,14.12,0.13,,15.69
2002-07-25,0.22,0.62,,25.58,11.5,11.99,13.08,0.12,,15.68
2002-07-26,0.21,0.65,,26.05,11.45,11.96,13.85,0.11,,16.23
2002-07-29,0.23,0.72,,26.92,12.92,12.46,14.74,0.12,,16.8
2002-07-30,0.23,0.74,,26.75,12.81,12.14,14.69,0.12,,16.49
2002-07-31,0.23,0.72,,27.62,12.85,12.59,14.65,0.08,,17.0
2002-08-01,0.22,0.71,,27.0,12.88,12.59,13.97,0.08,,15.56
2002-08-02,0.22,0.69,,27.44,12.27,12.63,13.56,0.07,,15.54
2002-08-05,0.21,0.64,,26.31,11.5,12.19,13.44,0.07,,15.03
2002-08-06,0.22,0.69,,26.83,12.17,12.07,13.95,0.07,,15.45
2002-08-07,0.23,0.68,,27.58,12.37,12.36,14.38,0.07,,15.86
2002-08-08,0.23,0.69,,28.66,13.58,12.81,14.94,0.07,,16.65
2002-08-09,0.22,0.71,,28.63,13.56,12.88,14.7,0.07,,16.8
2002-08-12,0.22,0.72,,28.66,13.1,12.81,14.8,0.07,,16.63
2002-08-13,0.22,0.7,,28.03,12.56,12.67,14.37,0.07,,16.21
2002-08-14,0.23,0.7,,29.15,12.94,13.1,15.18,0.07,,16.94
2002-08-15,0.23,0.73,,29.39,12.76,12.96,15.2,0.08,,17.29
2002-08-16,0.24,0.75,,29.16,12.79,13.16,15.27,0.08,,17.15
2002-08-19,0.24,0.77,,29.46,14.0,13.03,15.88,0.1,,17.29
2002-08-20,0.24,0.8,,28.94,13.66,13.02,15.59,0.09,,16.84
2002-08-21,0.24,0.77,,28.93,13.83,13.3,15.97,0.1,,16.96
2002-08-22,0.24,0.79,,29.62,13.74,13.21,16.26,0.09,,17.23
2002-08-23,0.24,0.76,,28.9,13.23,13.29,15.95,0.09,,16.82
2002-08-26,0.23,0.75,,29.36,13.63,13.36,15.91,0.09,,17.07
2002-08-27,0.22,0.73,,28.86,13.77,13.24,15.53,0.08,,17.17
2002-08-28,0.22,0.73,,28.65,13.52,12.93,15.08,0.08,,16.58
2002-08-29,0.22,0.76,,28.55,13.69,12.71,15.45,0.08,,16.47
2002-08-30,0.22,0.75,,28.63,13.59,12.86,14.99,0.08,,16.5
2002-09-03,0.21,0.73,,27.77,12.74,12.59,14.36,0.07,,15.65
2002-09-04,0.22,0.74,,28.64,13.07,12.73,14.72,0.07,,15.74
2002-09-05,0.21,0.71,,28.68,12.4,12.44,14.02,0.07,,15.72
2002-09-06,0.22,0.77,,28.95,12.3,12.58,14.61,0.07,,15.97
2002-09-09,0.22,0.83,,29.1,12.14,12.69,14.87,0.07,,15.82
2002-09-10,0.21,0.86,,29.2,11.91,12.85,15.21,0.08,,16.19
2002-09-11,0.21,0.86,,29.24,11.83,12.93,14.84,0.08,,16.1
2002-09-12,0.21,0.84,,28.45,11.33,12.54,14.4,0.08,,15.63
2002-09-13,0.21,0.83,,28.54,11.34,12.57,14.63,0.08,,15.86
2002-09-16,0.22,0.84,,28.94,11.17,12.83,14.59,0.08,,16.01
2002-09-17,0.22,0.87,,28.25,11.09,12.39,14.44,0.07,,15.39
2002-09-18,0.23,0.89,,28.38,10.52,12.48,14.58,0.07,,15.45
